/usr/share/lmod/lmod/init/bash: line 121: conda: command not found
+----------------------------------------------------+
| loading miniforge with conda 24.7.1 and python 3.9 |
+----------------------------------------------------+

Mon Nov 17 01:17:13 CST 2025
/work/u4526725/ntuh/nnUNet
/work/u4526725/Dataset/nnUNet/nnUNet_raw
/work/u4526725/Dataset/nnUNet/nnUNet_preprocessed
/work/u4526725/Dataset/nnUNet/nnUNet_results
/work/u4526725/Dataset/nnUNet/nnUNet_predictions
/home/u4526725/.conda/envs/nnUNet/bin:/work/HPC_SYS/twnia2/pkg-rocky8/tools/miniforge/Miniforge-pypy3-24.7.1-2/condabin:/home/u4526725/.conda/envs/nnUNet/bin:/opt/conda/bin:/home/u4526725/.vscode-server/cli/servers/Stable-7d842fb85a0275a4a8e4d7e040d2625abbf7f084/server/bin/remote-cli:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/home/u4526725/.vscode-server/extensions/ms-python.debugpy-2025.16.0-linux-x64/bundled/scripts/noConfigScripts:/home/u4526725/.vscode-server/data/User/globalStorage/github.copilot-chat/debugCommand:/home/u4526725/.local/bin:/home/u4526725/.local/bin

#######################################################################
Please cite the following paper when using nnU-Net:
Isensee, F., Jaeger, P. F., Kohl, S. A., Petersen, J., & Maier-Hein, K. H. (2021). nnU-Net: a self-configuring method for deep learning-based biomedical image segmentation. Nature methods, 18(2), 203-211.
#######################################################################

There are 50 cases in the source folder
I am processing 0 out of 1 (max process ID is 0, we start counting with 0!)
There are 50 cases that I would like to predict

Predicting patient0051:
perform_everything_on_device: True

  0%|          | 0/216 [00:00<?, ?it/s]
  0%|          | 1/216 [00:03<13:30,  3.77s/it]
  1%|          | 2/216 [00:04<07:23,  2.07s/it]
  1%|▏         | 3/216 [00:05<05:32,  1.56s/it]
  2%|▏         | 4/216 [00:06<04:39,  1.32s/it]
  2%|▏         | 5/216 [00:07<04:10,  1.19s/it]
  3%|▎         | 6/216 [00:08<03:52,  1.11s/it]
  3%|▎         | 7/216 [00:09<03:40,  1.06s/it]
  4%|▎         | 8/216 [00:10<03:32,  1.02s/it]
  4%|▍         | 9/216 [00:11<03:27,  1.00s/it]
  5%|▍         | 10/216 [00:12<03:22,  1.01it/s]
  5%|▌         | 11/216 [00:13<03:19,  1.03it/s]
  6%|▌         | 12/216 [00:14<03:17,  1.03it/s]
  6%|▌         | 13/216 [00:15<03:15,  1.04it/s]
  6%|▋         | 14/216 [00:16<03:13,  1.04it/s]
  7%|▋         | 15/216 [00:17<03:12,  1.05it/s]
  7%|▋         | 16/216 [00:17<03:10,  1.05it/s]
  8%|▊         | 17/216 [00:18<03:09,  1.05it/s]
  8%|▊         | 18/216 [00:19<03:08,  1.05it/s]
  9%|▉         | 19/216 [00:20<03:07,  1.05it/s]
  9%|▉         | 20/216 [00:21<03:06,  1.05it/s]
 10%|▉         | 21/216 [00:22<03:05,  1.05it/s]
 10%|█         | 22/216 [00:23<03:04,  1.05it/s]
 11%|█         | 23/216 [00:24<03:03,  1.05it/s]
 11%|█         | 24/216 [00:25<03:02,  1.05it/s]
 12%|█▏        | 25/216 [00:26<03:01,  1.05it/s]
 12%|█▏        | 26/216 [00:27<03:00,  1.05it/s]
 12%|█▎        | 27/216 [00:28<02:59,  1.05it/s]
 13%|█▎        | 28/216 [00:29<02:58,  1.05it/s]
 13%|█▎        | 29/216 [00:30<02:57,  1.05it/s]
 14%|█▍        | 30/216 [00:31<02:56,  1.05it/s]
 14%|█▍        | 31/216 [00:32<02:55,  1.05it/s]
 15%|█▍        | 32/216 [00:33<02:54,  1.05it/s]
 15%|█▌        | 33/216 [00:34<02:53,  1.05it/s]
 16%|█▌        | 34/216 [00:35<02:53,  1.05it/s]
 16%|█▌        | 35/216 [00:36<02:52,  1.05it/s]
 17%|█▋        | 36/216 [00:36<02:51,  1.05it/s]
 17%|█▋        | 37/216 [00:37<02:50,  1.05it/s]
 18%|█▊        | 38/216 [00:38<02:49,  1.05it/s]
 18%|█▊        | 39/216 [00:39<02:48,  1.05it/s]
 19%|█▊        | 40/216 [00:40<02:47,  1.05it/s]
 19%|█▉        | 41/216 [00:41<02:46,  1.05it/s]
 19%|█▉        | 42/216 [00:42<02:45,  1.05it/s]
 20%|█▉        | 43/216 [00:43<02:44,  1.05it/s]
 20%|██        | 44/216 [00:44<02:43,  1.05it/s]
 21%|██        | 45/216 [00:45<02:42,  1.05it/s]
 21%|██▏       | 46/216 [00:46<02:41,  1.05it/s]
 22%|██▏       | 47/216 [00:47<02:41,  1.05it/s]
 22%|██▏       | 48/216 [00:48<02:40,  1.05it/s]
 23%|██▎       | 49/216 [00:49<02:39,  1.05it/s]
 23%|██▎       | 50/216 [00:50<02:38,  1.05it/s]
 24%|██▎       | 51/216 [00:51<02:37,  1.04it/s]
 24%|██▍       | 52/216 [00:52<02:36,  1.05it/s]
 25%|██▍       | 53/216 [00:53<02:35,  1.05it/s]
 25%|██▌       | 54/216 [00:54<02:34,  1.05it/s]
 25%|██▌       | 55/216 [00:55<02:33,  1.05it/s]
 26%|██▌       | 56/216 [00:56<02:32,  1.05it/s]
 26%|██▋       | 57/216 [00:56<02:31,  1.05it/s]
 27%|██▋       | 58/216 [00:57<02:30,  1.05it/s]
 27%|██▋       | 59/216 [00:58<02:29,  1.05it/s]
 28%|██▊       | 60/216 [00:59<02:28,  1.05it/s]
 28%|██▊       | 61/216 [01:00<02:27,  1.05it/s]
